feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
RXN.19726...expasy..D.aminoacyl.tRNA.deacylase..3.1.1.96..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-2.28719477033399	0.489897948556636	6	2	0.00952742311584142	0.039191551784884
RXN.19727...expasy..D.aminoacyl.tRNA.deacylase..3.1.1.96..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-2.28719477033399	0.489897948556636	6	2	0.00952742311584142	0.039191551784884
RXN.19728...expasy..D.aminoacyl.tRNA.deacylase..3.1.1.96..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-2.28719477033399	0.489897948556636	6	2	0.00952742311584142	0.039191551784884
RXN.19729...expasy..D.aminoacyl.tRNA.deacylase..3.1.1.96..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-2.28719477033399	0.489897948556636	6	2	0.00952742311584142	0.039191551784884
ASPARAGHYD.RXN...expasy..AMBIGUOUS..3.5.1.1..3.5.1.38..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.28548939924691	0.489897948556636	6	2	0.00955217962144734	0.0392829911344041
ISPH2.RXN...expasy..4.hydroxy.3.methylbut.2.enyl.diphosphate.reductase..1.17.7.4..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.28215531592247	0.489897948556636	6	2	0.00960080579351438	0.0394620795654607
RXN0.884...expasy..4.hydroxy.3.methylbut.2.enyl.diphosphate.reductase..1.17.7.4..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.28215531592247	0.489897948556636	6	2	0.00960080579351438	0.0394620795654607
TRNA.CYTIDYLYLTRANSFERASE.RXN...expasy..CCA.tRNA.nucleotidyltransferase..2.7.7.72..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.28190411393446	0.489897948556636	6	2	0.00960448162680763	0.0394667501222151
TRNA.CYTIDYLYLTRANSFERASE.RXN...expasy..CCA.tRNA.nucleotidyltransferase..2.7.7.72..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-2.27874935652898	0.489897948556636	6	2	0.00965079090541615	0.039646561316699
ABC.27.RXN...expasy..ABC.type.phosphate.transporter..7.3.2.1..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	Condition	[T.Infected]	1.18085476954175	0.25418643089938	6	6	0.00969311633219956	0.0398099156761927
GLYCOGENSYN.RXN...expasy..Starch.synthase..2.4.1.21..unclassified	Condition	[T.Infected]	0.59458766137364	0.127999723774208	6	6	0.00969600701097127	0.0398112668315732
COBALAMIN5PSYN.RXN...expasy..Adenosylcobinamide.GDP.ribazoletransferase..2.7.8.26..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	Condition	[T.Infected]	1.81203103903574	0.390649482181961	6	6	0.00974487959600764	0.0398959888834443
COBALAMINSYN.RXN...expasy..Adenosylcobinamide.GDP.ribazoletransferase..2.7.8.26..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	Condition	[T.Infected]	1.81203103903574	0.390649482181961	6	6	0.00974487959600764	0.0398959888834443
RXN.19296...expasy..Adenosylcobinamide.GDP.ribazoletransferase..2.7.8.26..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	Condition	[T.Infected]	1.81203103903574	0.390649482181961	6	6	0.00974487959600764	0.0398959888834443
RXN.19297...expasy..Adenosylcobinamide.GDP.ribazoletransferase..2.7.8.26..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	Condition	[T.Infected]	1.81203103903574	0.390649482181961	6	6	0.00974487959600764	0.0398959888834443
RXN.19302...expasy..Adenosylcobinamide.GDP.ribazoletransferase..2.7.8.26..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	Condition	[T.Infected]	1.81203103903574	0.390649482181961	6	6	0.00974487959600764	0.0398959888834443
RXN.19303...expasy..Adenosylcobinamide.GDP.ribazoletransferase..2.7.8.26..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	Condition	[T.Infected]	1.81203103903574	0.390649482181961	6	6	0.00974487959600764	0.0398959888834443
RXN.19304...expasy..Adenosylcobinamide.GDP.ribazoletransferase..2.7.8.26..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	Condition	[T.Infected]	1.81203103903574	0.390649482181961	6	6	0.00974487959600764	0.0398959888834443
RXN.19305...expasy..Adenosylcobinamide.GDP.ribazoletransferase..2.7.8.26..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	Condition	[T.Infected]	1.81203103903574	0.390649482181961	6	6	0.00974487959600764	0.0398959888834443
RXN.19307...expasy..Adenosylcobinamide.GDP.ribazoletransferase..2.7.8.26..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	Condition	[T.Infected]	1.81203103903574	0.390649482181961	6	6	0.00974487959600764	0.0398959888834443
RXN.19308...expasy..Adenosylcobinamide.GDP.ribazoletransferase..2.7.8.26..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	Condition	[T.Infected]	1.81203103903574	0.390649482181961	6	6	0.00974487959600764	0.0398959888834443
RXN.19318...expasy..Adenosylcobinamide.GDP.ribazoletransferase..2.7.8.26..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	Condition	[T.Infected]	1.81203103903574	0.390649482181961	6	6	0.00974487959600764	0.0398959888834443
AMYLOMALT.RXN...expasy..4.alpha.glucanotransferase..2.4.1.25..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-2.26014782545238	0.489897948556636	6	2	0.00992942481636181	0.0405758730483847
METHIONYL.TRNA.FORMYLTRANSFERASE.RXN...expasy..Methionyl.tRNA.formyltransferase..2.1.2.9..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-2.25981856209691	0.489897948556636	6	2	0.00993444417663624	0.0405758730483847
NICONUCADENYLYLTRAN.RXN...expasy..Nicotinate.nucleotide.adenylyltransferase..2.7.7.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-2.25999211602603	0.489897948556636	6	2	0.00993179810020482	0.0405758730483847
RXN.14338...expasy..Diadenylate.cyclase..2.7.7.85..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-2.26000879232745	0.489897948556636	6	2	0.00993154389131295	0.0405758730483847
RXN.14354...expasy..4.alpha.glucanotransferase..2.4.1.25..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-2.26014782545238	0.489897948556636	6	2	0.00992942481636181	0.0405758730483847
RXN.1828...expasy..4.alpha.glucanotransferase..2.4.1.25..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-2.26014782545238	0.489897948556636	6	2	0.00992942481636181	0.0405758730483847
RXN.19629...expasy..Protein.disulfide.reductase..glutathione...1.8.4.2..unclassified	Condition	[T.Infected]	-2.25997517586975	0.489897948556636	6	2	0.0099320563393101	0.0405758730483847
RXN.19947...expasy..AMBIGUOUS..2.4.1.25..3.2.1.33..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-2.26014782545238	0.489897948556636	6	2	0.00992942481636181	0.0405758730483847
RXN.9023...expasy..4.alpha.glucanotransferase..2.4.1.25..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-2.26014782545238	0.489897948556636	6	2	0.00992942481636181	0.0405758730483847
X1.1.1.127.RXN...expasy..2.dehydro.3.deoxy.D.gluconate.5.dehydrogenase..1.1.1.127..unclassified	Condition	[T.Infected]	1.82153555737335	0.395928790549647	6	6	0.0100258715841023	0.0409385365970924
GAPOXNPHOSPHN.RXN...expasy..Glyceraldehyde.3.phosphate.dehydrogenase..phosphorylating...1.2.1.12..unclassified	Condition	[T.Infected]	0.852916701334517	0.185716228366973	6	6	0.0100871651504026	0.0411779967434742
ADENOSYLHOMOCYSTEINE.NUCLEOSIDASE.RXN...expasy..Adenosylhomocysteine.nucleosidase..3.2.2.9..unclassified	Condition	[T.Infected]	0.746731439714177	0.162790135482635	6	6	0.0101291250614437	0.041327574843764
RXN0.6550...expasy..Adenosylhomocysteine.nucleosidase..3.2.2.9..unclassified	Condition	[T.Infected]	0.746731439714177	0.162790135482635	6	6	0.0101291250614437	0.041327574843764
ADPREDUCT.RXN...metacyc..ADP.reductase..1.17.4.1..unclassified	Condition	[T.Infected]	-2.26390665684869	0.493944901881503	6	6	0.0101579494176587	0.0413691540618015
CDPREDUCT.RXN...expasy..Ribonucleoside.diphosphate.reductase..1.17.4.1..unclassified	Condition	[T.Infected]	-2.26390665684869	0.493944901881503	6	6	0.0101579494176587	0.0413691540618015
GDPREDUCT.RXN...expasy..Ribonucleoside.diphosphate.reductase..1.17.4.1..unclassified	Condition	[T.Infected]	-2.26390665684869	0.493944901881503	6	6	0.0101579494176587	0.0413691540618015
RXN0.722...expasy..Ribonucleoside.diphosphate.reductase..1.17.4.1..unclassified	Condition	[T.Infected]	-2.26390665684869	0.493944901881503	6	6	0.0101579494176587	0.0413691540618015
RXN0.747...expasy..Ribonucleoside.diphosphate.reductase..1.17.4.1..unclassified	Condition	[T.Infected]	-2.26390665684869	0.493944901881503	6	6	0.0101579494176587	0.0413691540618015
RXN0.748...expasy..Ribonucleoside.diphosphate.reductase..1.17.4.1..unclassified	Condition	[T.Infected]	-2.26390665684869	0.493944901881503	6	6	0.0101579494176587	0.0413691540618015
UDPREDUCT.RXN...expasy..Ribonucleoside.diphosphate.reductase..1.17.4.1..unclassified	Condition	[T.Infected]	-2.26390665684869	0.493944901881503	6	6	0.0101579494176587	0.0413691540618015
INORGPYROPHOSPHAT.RXN...expasy..Inorganic.diphosphatase..3.6.1.1..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.24173447405583	0.489897948556636	6	2	0.0102149115957755	0.0415902386979165
UDP.NACMURALA.GLU.LIG.RXN...expasy..UDP.N.acetylmuramoyl.L.alanine..D.glutamate.ligase..6.3.2.9..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-2.23668941988589	0.489897948556636	6	2	0.0102948629168897	0.0419047838112579
METHGLYSYN.RXN...expasy..Methylglyoxal.synthase..4.2.3.3..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.23351050665449	0.489897948556636	6	2	0.010345630471673	0.0421004040744356
X1PFRUCTPHOSN.RXN...expasy..1.phosphofructokinase..2.7.1.56..unclassified	Condition	[T.Infected]	1.85852833502007	0.408099691752975	6	6	0.0103851965615232	0.0422503507232021
X2.7.7.60.RXN...expasy..2.C.methyl.D.erythritol.4.phosphate.cytidylyltransferase..2.7.7.60..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-2.22845331736384	0.489897948556636	6	2	0.0104270213906781	0.042409405766168
GTP.CYCLOHYDRO.I.RXN...expasy..GTP.cyclohydrolase.I..3.5.4.16..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-3.64811025442555	0.802846693940425	6	4	0.0104654699703416	0.0425546490866245
ASPDECARBOX.RXN...expasy..Aspartate.1.decarboxylase..4.1.1.11..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-2.22517239520245	0.489897948556636	6	2	0.0104802402375166	0.0426035609550735
N.ACETYLGLUTPREDUCT.RXN...expasy..N.acetyl.gamma.glutamyl.phosphate.reductase..1.2.1.38..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-2.21546621109623	0.489897948556636	6	2	0.0106396205338799	0.0432401523841601
ARGSUCCINSYN.RXN...expasy..Argininosuccinate.synthase..6.3.4.5..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-2.21486857988757	0.489897948556636	6	2	0.0106495296058484	0.0432577991647908
IGPSYN.RXN...expasy..Indole.3.glycerol.phosphate.synthase..4.1.1.48..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-2.21499543930573	0.489897948556636	6	2	0.010647425268334	0.0432577991647908
ALPHAGALACTOSID.RXN...expasy..Alpha.galactosidase..3.2.1.22..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	1.61223736984133	0.357652622520852	6	6	0.0107578897346479	0.0436751213077749
RXN.17830...expasy..Alpha.galactosidase..3.2.1.22..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	1.61223736984133	0.357652622520852	6	6	0.0107578897346479	0.0436751213077749
GLYCOGEN.BRANCH.RXN...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.20636617964349	0.489897948556636	6	2	0.0107917230843746	0.0437319517442973
GLYOXII.RXN...expasy..Hydroxyacylglutathione.hydrolase..3.1.2.6..g__Sphingomonas.s__Sphingomonas_sp_FARSPH	Condition	[T.Infected]	-2.20620743189841	0.489897948556636	6	2	0.0107943997742182	0.0437319517442973
RXN.14371...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.20636617964349	0.489897948556636	6	2	0.0107917230843746	0.0437319517442973
RXN.14372...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.20636617964349	0.489897948556636	6	2	0.0107917230843746	0.0437319517442973
RXN.18777...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.20636617964349	0.489897948556636	6	2	0.0107917230843746	0.0437319517442973
RXN.7669...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.20636617964349	0.489897948556636	6	2	0.0107917230843746	0.0437319517442973
RXN.7710...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.20636617964349	0.489897948556636	6	2	0.0107917230843746	0.0437319517442973
RXN.7919...expasy..Hydroxyacylglutathione.hydrolase..3.1.2.6..g__Sphingomonas.s__Sphingomonas_sp_FARSPH	Condition	[T.Infected]	-2.20620743189841	0.489897948556636	6	2	0.0107943997742182	0.0437319517442973
ATPSYN.RXN...expasy..H....transporting.two.sector.ATPase..7.1.2.2..g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	Condition	[T.Infected]	2.35312528667658	0.522631201434683	6	6	0.0108021986066019	0.0437521419195205
TRIOSEPISOMERIZATION.RXN...expasy..Triose.phosphate.isomerase..5.3.1.1..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	Condition	[T.Infected]	3.76857058424454	0.838549927215992	6	6	0.0108711509254339	0.0440199469859739
CDPDIGLYSYN.RXN...expasy..Phosphatidate.cytidylyltransferase..2.7.7.41..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-2.19931906680108	0.489897948556636	6	2	0.0109113250624443	0.0441481131985022
RXN.20524...expasy..Phosphatidate.cytidylyltransferase..2.7.7.41..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-2.19931906680108	0.489897948556636	6	2	0.0109113250624443	0.0441481131985022
RXN0.5515...expasy..Phosphatidate.cytidylyltransferase..2.7.7.41..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-2.19931906680108	0.489897948556636	6	2	0.0109113250624443	0.0441481131985022
AMYLOMALT.RXN...expasy..4.alpha.glucanotransferase..2.4.1.25..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	2.73356328560971	0.609704065670012	6	6	0.0109609694851661	0.0442798094018629
RXN.14354...expasy..4.alpha.glucanotransferase..2.4.1.25..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	2.73356328560971	0.609704065670012	6	6	0.0109609694851661	0.0442798094018629
RXN.1828...expasy..4.alpha.glucanotransferase..2.4.1.25..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	2.73356328560971	0.609704065670012	6	6	0.0109609694851661	0.0442798094018629
RXN.19947...expasy..AMBIGUOUS..2.4.1.25..3.2.1.33..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	2.73356328560971	0.609704065670012	6	6	0.0109609694851661	0.0442798094018629
RXN.9023...expasy..4.alpha.glucanotransferase..2.4.1.25..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	2.73356328560971	0.609704065670012	6	6	0.0109609694851661	0.0442798094018629
RXN0.2584...expasy..Uracil.DNA.glycosylase..3.2.2.27..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-2.19715316575868	0.489897948556636	6	2	0.0109484064468472	0.0442798094018629
RXN0.742...expasy..5..carboxyamino.imidazole.ribonucleotide.synthase..6.3.4.18..unclassified	Condition	[T.Infected]	-2.19614341662611	0.489897948556636	6	2	0.0109657460594179	0.0442875934276022
ACETOLACTREDUCTOISOM.RXN...expasy..Ketol.acid.reductoisomerase..NADP......1.1.1.86..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.19522834407581	0.489897948556636	6	2	0.010981488607944	0.0443166228138298
ACETOOHBUTREDUCTOISOM.RXN...expasy..Ketol.acid.reductoisomerase..NADP......1.1.1.86..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.19522834407581	0.489897948556636	6	2	0.010981488607944	0.0443166228138298
GLUTRNAREDUCT.RXN...expasy..Glutamyl.tRNA.reductase..1.2.1.70..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.19523006764071	0.489897948556636	6	2	0.0109814589306871	0.0443166228138298
ASPARTATE.SEMIALDEHYDE.DEHYDROGENASE.RXN...expasy..Aspartate.semialdehyde.dehydrogenase..1.2.1.11..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.19502609470556	0.489897948556636	6	2	0.0109849717198003	0.0443191706898799
BETA.LACTAMASE.RXN...expasy..Beta.lactamase..3.5.2.6..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.18899352047135	0.489897948556636	6	2	0.011089481852162	0.044707862579298
GLYCEROL.KIN.RXN...expasy..Glycerol.kinase..2.7.1.30..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.18896703223899	0.489897948556636	6	2	0.0110899433912357	0.044707862579298
RXN.20894...expasy..Beta.lactamase..3.5.2.6..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.18899352047135	0.489897948556636	6	2	0.011089481852162	0.044707862579298
RXN0.6575...expasy..7.carboxy.7.deazaguanine.synthase..4.3.99.3..unclassified	Condition	[T.Infected]	-2.02646267601205	0.453931949726584	6	6	0.0111238691031571	0.0448330004492129
X3.CH3.2.OXOBUTANOATE.OH.CH3.XFER.RXN...expasy..3.methyl.2.oxobutanoate.hydroxymethyltransferase..2.1.2.11..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.18412844060039	0.489897948556636	6	2	0.0111746441521603	0.0450053459888099
ACETYLORNTRANSAM.RXN...expasy..Acetylornithine.transaminase..2.6.1.11..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.18409007675759	0.489897948556636	6	2	0.0111753188450433	0.0450053459888099
RXN.15635...expasy..3.methyl.2.oxobutanoate.hydroxymethyltransferase..2.1.2.11..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.18412844060039	0.489897948556636	6	2	0.0111746441521603	0.0450053459888099
RXN0.2361...expasy..diaminoheptanedioate.ligase..6.3.2.45..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.17714140308718	0.489897948556636	6	2	0.0112983407912276	0.0454772116644569
RXN0.7022...expasy..diaminoheptanedioate.ligase..6.3.2.45..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.17714140308718	0.489897948556636	6	2	0.0112983407912276	0.0454772116644569
RXN.17824...expasy..Methylated.DNA...protein..cysteine.S.methyltransferase..2.1.1.63..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-2.17118924406892	0.489897948556636	6	2	0.0114050259181201	0.0458947456741336
RXN.9393...expasy..Monoterpene.epsilon.lactone.hydrolase..3.1.1.83..unclassified	Condition	[T.Infected]	0.746446313477414	0.168645862772316	6	6	0.0114564247246741	0.0460181692029362
RXN.9394...expasy..Monoterpene.epsilon.lactone.hydrolase..3.1.1.83..unclassified	Condition	[T.Infected]	0.746446313477414	0.168645862772316	6	6	0.0114564247246741	0.0460181692029362
RXN.9421...expasy..Monoterpene.epsilon.lactone.hydrolase..3.1.1.83..unclassified	Condition	[T.Infected]	0.746446313477414	0.168645862772316	6	6	0.0114564247246741	0.0460181692029362
RXN.9432...expasy..Monoterpene.epsilon.lactone.hydrolase..3.1.1.83..unclassified	Condition	[T.Infected]	0.746446313477414	0.168645862772316	6	6	0.0114564247246741	0.0460181692029362
RXN.9436...expasy..Monoterpene.epsilon.lactone.hydrolase..3.1.1.83..unclassified	Condition	[T.Infected]	0.746446313477414	0.168645862772316	6	6	0.0114564247246741	0.0460181692029362
RXN.9443...expasy..Monoterpene.epsilon.lactone.hydrolase..3.1.1.83..unclassified	Condition	[T.Infected]	0.746446313477414	0.168645862772316	6	6	0.0114564247246741	0.0460181692029362
RXN.9984...expasy..Monoterpene.epsilon.lactone.hydrolase..3.1.1.83..unclassified	Condition	[T.Infected]	0.746446313477414	0.168645862772316	6	6	0.0114564247246741	0.0460181692029362
GLCNACPTRANS.RXN...expasy..N.acetylglucosaminephosphotransferase..2.7.8.33..unclassified	Condition	[T.Infected]	-4.3610337035113	0.986469541170794	6	3	0.0115033077446976	0.0461945492662389
DNA.DIRECTED.RNA.POLYMERASE.RXN...expasy..DNA.directed.RNA.polymerase..2.7.7.6..g__Clostridium.s__Clostridium_sp_ASF502	Condition	[T.Infected]	-0.815734077940351	0.18468088269787	6	6	0.0115377892059509	0.0463210493540901
CYSTEINE..TRNA.LIGASE.RXN...expasy..Cysteine..tRNA.ligase..6.1.1.16..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-2.85913946504285	0.649185014826052	6	4	0.0116530601243809	0.0467681591705844
GALACTOKIN.RXN...expasy..Galactokinase..2.7.1.6..unclassified	Condition	[T.Infected]	0.724918128396328	0.164605793802774	6	6	0.0116551753727349	0.0467681591705844
RXN0.743...expasy..5..carboxyamino.imidazole.ribonucleotide.mutase..5.4.99.18..g__Adlercreutzia.s__Adlercreutzia_equolifaciens	Condition	[T.Infected]	-3.61541207540794	0.824307382331852	6	3	0.0118194288551291	0.0474150087345278
X2PGADEHYDRAT.RXN...expasy..Phosphopyruvate.hydratase..4.2.1.11..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-2.14453907605055	0.489897948556636	6	2	0.0118979134858421	0.047679133456542
X5.1.3.9.RXN...expasy..N.acylglucosamine.6.phosphate.2.epimerase..5.1.3.9..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-2.14460500412284	0.489897948556636	6	2	0.0118966627215948	0.047679133456542
ATPPHOSPHORIBOSYLTRANS.RXN...expasy..ATP.phosphoribosyltransferase..2.4.2.17..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.14439704300869	0.489897948556636	6	2	0.011900608627368	0.047679133456542
NANE.RXN...metacyc..N.acetyl.D.mannosamine.6.phosphate.epimerase..5.1.3.9..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-2.14460500412284	0.489897948556636	6	2	0.0118966627215948	0.047679133456542
RXN.17824...expasy..Methylated.DNA...protein..cysteine.S.methyltransferase..2.1.1.63..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-2.14460353285526	0.489897948556636	6	2	0.0118966906322319	0.047679133456542
DTDPGLUCDEHYDRAT.RXN...expasy..dTDP.glucose.4.6.dehydratase..4.2.1.46..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	Condition	[T.Infected]	3.94403458091708	0.901871142317663	6	6	0.0119384610028529	0.0478184593931282
RXN0.6575...expasy..7.carboxy.7.deazaguanine.synthase..4.3.99.3..g__Erysipelatoclostridium.s__Clostridium_cocleatum	Condition	[T.Infected]	-2.14081299575828	0.489897948556636	6	2	0.0119688626196879	0.0479278778594613
NAG6PDEACET.RXN...expasy..N.acetylglucosamine.6.phosphate.deacetylase..3.5.1.25..g__Erysipelatoclostridium.s__Clostridium_cocleatum	Condition	[T.Infected]	-2.12609839587098	0.489897948556636	6	2	0.0122540947234463	0.0490574152748786
GLURS.RXN...expasy..Glutamate..tRNA.ligase..6.1.1.17..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-2.1233484751237	0.489897948556636	6	2	0.012308307709553	0.0492617589786667
CDPDIGLYSYN.RXN...expasy..Phosphatidate.cytidylyltransferase..2.7.7.41..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	1.42325073642023	0.328647009595242	6	5	0.0123435248788566	0.0493645702888087
RXN.20524...expasy..Phosphatidate.cytidylyltransferase..2.7.7.41..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	1.42325073642023	0.328647009595242	6	5	0.0123435248788566	0.0493645702888087
RXN0.5515...expasy..Phosphatidate.cytidylyltransferase..2.7.7.41..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	1.42325073642023	0.328647009595242	6	5	0.0123435248788566	0.0493645702888087
X1.17.4.2.RXN...expasy..Ribonucleoside.triphosphate.reductase..thioredoxin...1.17.4.2..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	2.05367831093042	0.474918447835336	6	6	0.0124055222850092	0.0495487591445201
RXN.21262...expasy..Ribonucleoside.triphosphate.reductase..thioredoxin...1.17.4.2..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	2.05367831093042	0.474918447835336	6	6	0.0124055222850092	0.0495487591445201
RXN.21263...expasy..Ribonucleoside.triphosphate.reductase..thioredoxin...1.17.4.2..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	2.05367831093042	0.474918447835336	6	6	0.0124055222850092	0.0495487591445201
RXN.21264...expasy..Ribonucleoside.triphosphate.reductase..thioredoxin...1.17.4.2..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	2.05367831093042	0.474918447835336	6	6	0.0124055222850092	0.0495487591445201
RXN.21265...expasy..Ribonucleoside.triphosphate.reductase..thioredoxin...1.17.4.2..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	2.05367831093042	0.474918447835336	6	6	0.0124055222850092	0.0495487591445201
IMPCYCLOHYDROLASE.RXN...expasy..IMP.cyclohydrolase..3.5.4.10..unclassified	Condition	[T.Infected]	-1.17332960147807	0.272255841113307	6	6	0.0125494292214021	0.0501106576386973
